<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;60;18/02/22;11:00:00;327.5100000;329.3200000;323.8000000;325.5000000;7107000
GAZP;60;18/02/22;12:00:00;325.3700000;325.9800000;321.0600000;321.4900000;8837640
GAZP;60;18/02/22;13:00:00;321.4900000;321.7000000;320.3500000;321.2000000;6998720
GAZP;60;18/02/22;14:00:00;321.2000000;321.2300000;317.8000000;318.8400000;8574900
GAZP;60;18/02/22;15:00:00;318.8400000;319.1000000;317.2300000;318.8400000;5777090
GAZP;60;18/02/22;16:00:00;318.8300000;320.0000000;318.0100000;319.1300000;5522130
GAZP;60;18/02/22;17:00:00;319.2000000;319.4200000;309.3000000;311.2000000;29631450
GAZP;60;18/02/22;18:00:00;311.2900000;313.0000000;306.7000000;312.2000000;19833970
GAZP;60;18/02/22;19:00:00;312.1300000;312.7000000;310.8100000;310.8100000;6991880
GAZP;60;18/02/22;20:00:00;310.8100000;311.8700000;307.2000000;310.3400000;7623610
GAZP;60;18/02/22;21:00:00;310.3400000;312.0000000;309.2100000;309.4300000;2797730
GAZP;60;18/02/22;22:00:00;309.2200000;309.8400000;307.4000000;308.6000000;3817460
GAZP;60;18/02/22;23:00:00;308.5100000;310.5000000;307.8700000;310.0000000;3063990
GAZP;60;19/02/22;00:00:00;310.0000000;310.3000000;308.5000000;309.4800000;2457700
GAZP;60;21/02/22;08:00:00;309.4700000;316.3000000;306.2800000;314.1600000;11141500
GAZP;60;21/02/22;09:00:00;314.1600000;318.9000000;313.6100000;315.3800000;5222050
GAZP;60;21/02/22;10:00:00;315.3800000;318.0000000;314.1000000;316.6200000;3547360
GAZP;60;21/02/22;11:00:00;316.5700000;317.4900000;303.4700000;307.3100000;22005750
GAZP;60;21/02/22;12:00:00;307.2700000;308.2900000;301.0000000;302.6000000;25088270
GAZP;60;21/02/22;13:00:00;302.6000000;306.2500000;298.3700000;303.3600000;18920220
GAZP;60;21/02/22;14:00:00;303.3700000;304.7200000;296.0000000;297.3600000;15892340
GAZP;60;21/02/22;15:00:00;297.3700000;298.0000000;283.0000000;290.2000000;50689230
GAZP;60;21/02/22;16:00:00;290.0800000;290.3600000;281.4700000;284.5800000;32194530
GAZP;60;21/02/22;17:00:00;284.6300000;287.0000000;279.1000000;283.0000000;29626140
GAZP;60;21/02/22;18:00:00;282.8900000;283.5700000;261.0000000;276.1300000;54883940
GAZP;60;21/02/22;19:00:00;276.3300000;285.0000000;268.0000000;278.1500000;32791620
GAZP;60;21/02/22;20:00:00;279.8300000;284.9900000;273.1300000;283.0600000;15964600
GAZP;60;21/02/22;21:00:00;283.0100000;285.4900000;273.2600000;273.7300000;13789760
GAZP;60;21/02/22;22:00:00;273.7200000;275.9000000;255.1500000;262.2000000;22212510
GAZP;60;21/02/22;23:00:00;262.2000000;275.0000000;241.0000000;264.2300000;44932580
GAZP;60;22/02/22;00:00:00;264.2500000;268.1200000;254.0300000;257.3000000;14340960
GAZP;60;22/02/22;08:00:00;253.9500000;270.4000000;250.9200000;264.8300000;19478930
GAZP;60;22/02/22;09:00:00;264.9800000;273.9900000;263.0000000;269.3800000;13260500
GAZP;60;22/02/22;10:00:00;269.0900000;271.6000000;251.0000000;254.1400000;22010680
GAZP;60;22/02/22;11:00:00;254.4600000;269.9000000;246.7000000;259.7600000;50881100
GAZP;60;22/02/22;12:00:00;259.5400000;273.1000000;255.6100000;264.3400000;41437260
GAZP;60;22/02/22;13:00:00;264.4000000;270.6000000;263.5900000;268.9300000;13684210
GAZP;60;22/02/22;14:00:00;268.9300000;273.8800000;268.0000000;271.0000000;17342500
GAZP;60;22/02/22;15:00:00;271.0900000;272.9000000;266.0000000;267.3800000;18863330
GAZP;60;22/02/22;16:00:00;267.4300000;281.4900000;266.2000000;276.2800000;30869660
GAZP;60;22/02/22;17:00:00;276.2800000;277.7700000;271.6800000;275.5100000;11937410
GAZP;60;22/02/22;18:00:00;275.5100000;283.7900000;274.8000000;282.4100000;19625400
GAZP;60;22/02/22;19:00:00;282.4100000;282.8700000;277.5000000;279.2000000;16587700
GAZP;60;22/02/22;20:00:00;279.0000000;279.5000000;270.1000000;273.9600000;17632330
GAZP;60;22/02/22;21:00:00;273.9700000;273.9800000;268.0000000;269.8500000;6080790
GAZP;60;22/02/22;22:00:00;269.8900000;273.7800000;269.7200000;271.8400000;4572460
GAZP;60;22/02/22;23:00:00;271.6500000;282.0000000;270.0000000;280.8000000;13708700
GAZP;60;23/02/22;00:00:00;280.7500000;284.0700000;279.0400000;283.5100000;6950030
GAZP;60;24/02/22;08:00:00;255.0200000;255.0200000;250.9000000;250.9000000;4962340
GAZP;60;24/02/22;10:00:00;250.9000000;250.9000000;250.9000000;250.9000000;310970
GAZP;60;24/02/22;11:00:00;250.9000000;250.9000000;179.3300000;179.3300000;18200400
GAZP;60;24/02/22;12:00:00;179.1000000;179.3300000;126.5300000;129.4700000;62671040
GAZP;60;24/02/22;13:00:00;130.0000000;210.0000000;130.0000000;190.0100000;39168090
GAZP;60;24/02/22;14:00:00;190.0100000;197.0000000;153.5500000;184.0600000;56213300
GAZP;60;24/02/22;15:00:00;183.3100000;187.9800000;163.0000000;165.3600000;38921840
GAZP;60;24/02/22;16:00:00;165.3600000;180.0900000;163.0000000;174.7800000;21481550
GAZP;60;24/02/22;17:00:00;174.7800000;182.1000000;164.0000000;166.0900000;28052030
GAZP;60;24/02/22;18:00:00;166.0900000;176.2500000;157.7400000;171.9500000;30451060
GAZP;60;24/02/22;19:00:00;171.8500000;189.1000000;167.8000000;189.1000000;23465000
GAZP;60;24/02/22;20:00:00;189.0000000;189.0000000;175.0000000;184.3600000;15080110
GAZP;60;24/02/22;21:00:00;184.3600000;188.9200000;174.0000000;187.8100000;14107590
GAZP;60;24/02/22;22:00:00;187.8100000;219.9900000;187.5400000;216.3400000;21458570
GAZP;60;24/02/22;23:00:00;216.7000000;249.0000000;201.1000000;214.4700000;29582430
GAZP;60;25/02/22;00:00:00;214.4700000;223.9900000;210.0000000;210.0000000;9423810
GAZP;60;25/02/22;10:00:00;208.0100000;208.0100000;208.0100000;208.0100000;143850
GAZP;60;25/02/22;11:00:00;208.0100000;237.8900000;208.0000000;229.6900000;18268770
GAZP;60;25/02/22;12:00:00;229.9900000;235.0000000;191.6000000;207.0400000;33776870
GAZP;60;25/02/22;13:00:00;206.6000000;215.6900000;201.0000000;207.9900000;16643270
GAZP;60;25/02/22;14:00:00;207.9900000;208.2500000;197.0500000;200.7400000;13830890
GAZP;60;25/02/22;15:00:00;200.7300000;215.7400000;198.4900000;210.3200000;22206920
GAZP;60;25/02/22;16:00:00;210.3600000;233.4300000;207.2000000;230.6500000;34151620
GAZP;60;25/02/22;17:00:00;230.4000000;244.9400000;226.2000000;235.5200000;25132680
GAZP;60;25/02/22;18:00:00;235.5100000;241.8600000;227.0000000;227.0000000;14193830
GAZP;60;25/02/22;19:00:00;227.0100000;238.0000000;224.1400000;238.0000000;12746940
GAZP;60;25/02/22;20:00:00;237.9900000;237.9900000;230.1100000;231.8900000;4458080
GAZP;60;25/02/22;21:00:00;232.0000000;232.5000000;230.0000000;230.2900000;2851990
GAZP;60;25/02/22;22:00:00;230.4300000;230.7000000;222.0000000;224.1200000;5631800
GAZP;60;25/02/22;23:00:00;224.4800000;224.9600000;216.0000000;223.3200000;4277480
GAZP;60;26/02/22;00:00:00;223.3600000;231.8500000;222.9000000;228.0000000;3562260
